"id";"cust_type";"first_name";"last_name";"ssn";"gender";"dob";"pref_market";"pref_share"
1035;"Closed";"Leazer";"Korey";"123-99-7479";"M";;"Y";"Y"
1036;"Active";"Talitha";"Coudriet";"123-99-7479";"M";;"Y";"Y"
1037;"Active";"Corte";"Colene";"123-99-7479";"M";1954-09-10;"Y";"Y"
1038;"Active";"Culleton";"Wei";"123-99-7479";"M";1962-10-24;"Y";"Y"
1039;"Active";"Chavarin";"Paulette";"123-99-7479";"M";;"Y";"Y"
1040;"Active";"Mannschreck";"Janene";"123-99-7479";"M";;"Y";"Y"
1041;"Active";"Tobler";"Elmira";"123-99-7479";"M";1984-08-03;"Y";"Y"
1042;"Active";"Unthank";"Lila";"123-99-7479";"M";1959-07-06;"Y";"Y"
1043;"Prospect";"Ocie";"Megeath";"123-99-7479";"M";1955-07-02;"Y";"Y"
1044;"Active";"Nunnally";"Rozanne";"123-99-7479";"M";1972-05-30;"Y";"Y"
1045;"Closed";"Marquetta";"Lisitano";"123-99-7479";"M";;"Y";"Y"
1046;"Active";"Agoro";"Danelle";"123-99-7479";"M";1940-04-28;"Y";"Y"
1047;"Active";"Blanken";"Eulah";"123-99-7479";"M";1947-06-24;"Y";"Y"
1048;"Active";"Willis";"Cossano";"123-99-7479";"M";2005-09-18;"Y";"Y"
1049;"Active";"Ashley";"Cassetty";"123-99-7479";"F";1944-12-21;"Y";"Y"
1050;"Active";"Barbera";"Ahnell";"123-99-7479";"M";1982-04-13;"Y";"Y"
1051;"Active";"Derian";"Carolann";"123-99-7479";"M";1943-10-10;"Y";"Y"
1052;"Active";"Munstermann";"Corrinne";"123-99-7479";"M";1990-03-15;"Y";"Y"
1053;"Active";"Lucius";"Huminski";"123-99-7479";"M";1935-02-27;"Y";"Y"
1054;"Active";"Lilliam";"Cabezas";"123-99-7479";"M";1990-09-29;"Y";"Y"
1055;"Active";"Aliza";"Curdy";"123-99-7479";"M";1941-02-07;"Y";"Y"
1056;"Active";"Kuen";"Elinor";"123-99-7479";"M";1940-12-29;"Y";"Y"
1057;"Prospect";"January";"Gloeckner";"123-99-7479";"M";1987-06-12;"Y";"Y"
1058;"Active";"Isobel";"Nighbert";"123-99-7479";"M";;"Y";"Y"
1059;"Prospect";"SYSTEM";"MIGRATION";"123-99-7479";"M";1956-03-12;"Y";"Y"
1060;"Active";"Helsing";"Evan";"123-99-7479";"M";1973-01-21;"Y";"Y"
1061;"Active";"Maldonaldo";"Raymundo";"123-99-7479";"M";1975-07-15;"Y";"Y"
1062;"Prospect";"Wehmeier";"Keven";"123-99-7479";"M";1966-03-09;"Y";"Y"
1063;"Active";"Uthe";"Kassandra";"123-99-7479";"M";1969-12-28;"Y";"Y"
1064;"Prospect";"Smaw";"Jenee";"123-99-7479";"M";1957-12-11;"Y";"Y"
1065;"Active";"Luise";"McMorrow";"123-99-7479";"M";;"Y";"Y"
1066;"Active";"Eleam";"Sofia";"123-99-7479";"M";1938-01-10;"Y";"Y"
1067;"Active";"Berther";"Dewey";"123-99-7479";"M";1978-03-14;"Y";"Y"
1068;"Prospect";"Rhea";"Nilan";"123-99-7479";"M";1950-08-16;"Y";"Y"
1069;"Active";"Rangitsch";"Bill";"123-99-7479";"M";2003-02-17;"Y";"Y"
1070;"Active";"Inez";"Lanzilotta";"123-99-7479";"M";2002-12-02;"Y";"Y"
1071;"Active";"Lon";"Thome";"123-99-7479";"M";1938-02-23;"Y";"Y"
1072;"Active";"Kwong";"Dallas";"123-99-7479";"M";1936-04-18;"Y";"Y"
1073;"Prospect";"Beatrice";"Kornhauser";"123-99-7479";"F";;"Y";"Y"
1074;"Active";"Nassif";"Wanda";"123-99-7479";"F";;"Y";"Y"
1075;"Active";"Odden";"Margarite";"123-99-7479";"M";;"Y";"Y"
1076;"Active";"Laticia";"Menna";"123-99-7479";"M";1950-03-20;"Y";"Y"
1077;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1955-08-20;"Y";"Y"
1078;"Active";"Sparkle";"Guardian";"123-99-7479";"M";;"Y";"Y"
1079;"Active";"Sadye";"McFatter";"123-99-7479";"M";;"Y";"Y"
1080;"Closed";"Moder";"Marcel";"123-99-7479";"M";1993-05-26;"Y";"Y"
1081;"Active";"Cipponeri";"Chanelle";"123-99-7479";"M";1999-08-06;"Y";"Y"
1082;"Active";"Kathern";"Friis";"123-99-7479";"M";1936-09-20;"Y";"Y"
1083;"Active";"Plance";"Elisa";"123-99-7479";"M";1967-06-25;"Y";"Y"
1084;"Active";"Moeder";"Belia";"123-99-7479";"M";1961-01-14;"Y";"Y"
1085;"Active";"Alberta";"Omary";"123-99-7479";"M";;"Y";"Y"
1086;"Active";"Nakia";"Crounse";"123-99-7479";"M";;"Y";"Y"
1087;"Active";"Zeiner";"Kristle";"123-99-7479";"M";1980-08-08;"Y";"Y"
1088;"Active";"Alfredia";"Sullivan";"123-99-7479";"M";1952-06-03;"Y";"Y"
1089;"Closed";"Giammarino";"Ferne";"123-99-7479";"M";1972-06-07;"Y";"Y"
1090;"Prospect";"Carolyn";"Wielgasz";"123-99-7479";"F";1971-04-14;"Y";"Y"
1091;"Active";"Prine";"Cassandra";"123-99-7479";"F";1992-11-03;"Y";"Y"
1092;"Active";"McManaway";"Eddie";"123-99-7479";"M";1985-07-03;"Y";"Y"
1093;"Prospect";"Kris";"Buckaloo";"123-99-7479";"M";1945-04-19;"Y";"Y"
1094;"Active";"Ruthe";"Mahran";"123-99-7479";"M";1992-02-23;"Y";"Y"
1095;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1959-11-23;"Y";"Y"
1096;"Closed";"Deroko";"Leonora";"123-99-7479";"M";1966-06-02;"Y";"Y"
1097;"Closed";"Syreeta";"Laubscher";"123-99-7479";"M";1944-08-03;"Y";"Y"
1098;"Prospect";"Blondell";"Fagin";"123-99-7479";"M";1980-02-13;"Y";"Y"
1099;"Active";"Morgenstern";"Stepanie";"123-99-7479";"M";;"Y";"Y"
1100;"Closed";"Rohleder";"Hildred";"123-99-7479";"M";;"Y";"Y"
1101;"Active";"Phung";"Stutts";"123-99-7479";"M";2002-05-19;"Y";"Y"
1102;"Closed";"Gelfand";"Juliet";"123-99-7479";"M";1936-07-21;"Y";"Y"
1103;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1979-07-16;"Y";"Y"
1104;"Active";"Schmand";"Delia";"123-99-7479";"M";;"Y";"Y"
1105;"Prospect";"Inger";"Playford";"123-99-7479";"M";1966-07-15;"Y";"Y"
1106;"Active";"Guster";"Boris";"123-99-7479";"M";1997-03-10;"Y";"Y"
1107;"Active";"Nesheim";"Keri";"123-99-7479";"M";1984-01-28;"Y";"Y"
1108;"Prospect";"Vanna";"Atay";"123-99-7479";"M";2002-01-03;"Y";"Y"
1109;"Closed";"Darius";"Seipel";"123-99-7479";"M";1974-02-27;"Y";"Y"
1110;"Active";"Lorenc";"Lizeth";"123-99-7479";"M";;"Y";"Y"
1111;"Active";"Danille";"Mahraun";"123-99-7479";"M";;"Y";"Y"
1112;"Active";"Glick";"Eulah";"123-99-7479";"M";;"Y";"Y"
1113;"Active";"Carmella";"Cabezas";"123-99-7479";"M";1998-02-25;"Y";"Y"
1114;"Active";"Lovella";"Melbert";"123-99-7479";"M";1976-11-08;"Y";"Y"
1115;"Active";"Herman";"Pecci";"123-99-7479";"M";1986-10-10;"Y";"Y"
1116;"Active";"Marien";"Stephania";"123-99-7479";"M";;"Y";"Y"
1117;"Closed";"Tammara";"Portnoy";"123-99-7479";"M";1992-08-10;"Y";"Y"
1118;"Active";"Kacey";"Shimsky";"123-99-7479";"M";1988-12-05;"Y";"Y"
1119;"Active";"Nowakowski";"Milagros";"123-99-7479";"M";;"Y";"Y"
1120;"Active";"Goyco";"Twyla";"123-99-7479";"M";1967-06-03;"Y";"Y"
1121;"Active";"Vogl";"Cristobal";"123-99-7479";"M";1949-09-14;"Y";"Y"
1122;"Active";"Vicki";"Langon";"123-99-7479";"F";1957-04-01;"Y";"Y"
1123;"Active";"Mirna";"Lagamba";"123-99-7479";"M";2001-04-08;"Y";"Y"
1124;"Closed";"McMenomy";"Marcelina";"123-99-7479";"M";1983-04-30;"Y";"Y"
1125;"Active";"Krenke";"Edwardo";"123-99-7479";"M";;"Y";"Y"
1126;"Closed";"Debby";"Greenen";"123-99-7479";"M";2005-11-05;"Y";"Y"
1127;"Active";"Jerrold";"Doud";"123-99-7479";"M";1966-07-22;"Y";"Y"
1128;"Active";"Mermelstein";"Bernardo";"123-99-7479";"M";1960-05-31;"Y";"Y"
1129;"Active";"Vernice";"Rostek";"123-99-7479";"M";1946-12-23;"Y";"Y"
1130;"Prospect";"Freno";"Kathrin";"123-99-7479";"M";1937-02-22;"Y";"Y"
1131;"Prospect";"Violett";"Carolina";"123-99-7479";"M";1982-11-17;"Y";"Y"
1132;"Active";"Rasheeda";"Sawtelle";"123-99-7479";"M";1977-08-19;"Y";"Y"
1133;"Active";"Wilmer";"Castros";"123-99-7479";"M";;"Y";"Y"
1134;"Prospect";"Rhyner";"Kristal";"123-99-7479";"M";;"Y";"Y"
1135;"Active";"Kartman";"Ling";"123-99-7479";"M";1952-11-15;"Y";"Y"
1136;"Prospect";"Veyna";"Sanjuanita";"123-99-7479";"M";1979-03-23;"Y";"Y"
1137;"Active";"Malett";"Jacqueline";"123-99-7479";"F";1995-04-21;"Y";"Y"
1138;"Active";"Vanlinden";"Caleb";"123-99-7479";"M";;"Y";"Y"
1139;"Closed";"Ebener";"Reinaldo";"123-99-7479";"M";2002-01-16;"Y";"Y"
1140;"Active";"Campolongo";"Sherlene";"123-99-7479";"M";1984-02-06;"Y";"Y"
1141;"Prospect";"Weichbrodt";"Darci";"123-99-7479";"M";1978-08-06;"Y";"Y"
1142;"Active";"Ira";"Chaven";"123-99-7479";"M";1961-10-20;"Y";"Y"
1143;"Prospect";"Yu";"Muldrow";"123-99-7479";"M";2005-07-13;"Y";"Y"
1144;"Closed";"SYSTEM";"MIGRATION";"123-99-7479";"M";1961-09-16;"Y";"Y"
1145;"Active";"Neely";"Maile";"123-99-7479";"M";;"Y";"Y"
1146;"Prospect";"Elicia";"Halaby";"123-99-7479";"M";1975-08-28;"Y";"Y"
1147;"Active";"Cauazos";"Idell";"123-99-7479";"M";1993-02-03;"Y";"Y"
1148;"Active";"Jeong";"Caroll";"123-99-7479";"M";1956-04-13;"Y";"Y"
1149;"Active";"Bobbi";"Schwald";"123-99-7479";"M";1945-08-09;"Y";"Y"
1150;"Prospect";"Gudrun";"Zais";"123-99-7479";"M";1943-10-29;"Y";"Y"
1151;"Active";"Tuccio";"Keith";"123-99-7479";"M";;"Y";"Y"
1152;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1950-04-17;"Y";"Y"
1153;"Active";"Edyth";"Navo";"123-99-7479";"M";;"Y";"Y"
1154;"Active";"Klette";"Fleta";"123-99-7479";"M";1994-03-30;"Y";"Y"
1155;"Active";"Sarani";"Adolph";"123-99-7479";"M";1996-03-02;"Y";"Y"
1156;"Active";"Lu";"Simmions";"123-99-7479";"M";1940-09-12;"Y";"Y"
1157;"Active";"Virgilio";"Scharping";"123-99-7479";"M";;"Y";"Y"
1158;"Active";"Damien";"Eiland";"123-99-7479";"M";1997-01-20;"Y";"Y"
1159;"Prospect";"SYSTEM";"MIGRATION";"123-99-7479";"M";;"Y";"Y"
1160;"Active";"Leilani";"Partelow";"123-99-7479";"M";1970-02-11;"Y";"Y"
1161;"Active";"Maciag";"Onie";"123-99-7479";"M";1996-04-17;"Y";"Y"
1162;"Active";"Harben";"Winona";"123-99-7479";"M";;"Y";"Y"
1163;"Active";"Vangyi";"Daphne";"123-99-7479";"M";1947-06-20;"Y";"Y"
1164;"Active";"Rivera";"Collin";"123-99-7479";"M";;"Y";"Y"
1165;"Active";"Veronica";"Luensmann";"123-99-7479";"F";1993-11-23;"Y";"Y"
1166;"Prospect";"Politte";"Cori";"123-99-7479";"M";1994-07-13;"Y";"Y"
1167;"Prospect";"Winona";"Lisby";"123-99-7479";"M";;"Y";"Y"
1168;"Active";"Hellner";"Jocelyn";"123-99-7479";"M";;"Y";"Y"
1169;"Active";"Corrinne";"Dolton";"123-99-7479";"M";1933-05-16;"Y";"Y"
1170;"Closed";"Hollie";"Heitner";"123-99-7479";"M";;"Y";"Y"
1171;"Prospect";"Latricia";"Pascuzzi";"123-99-7479";"M";;"Y";"Y"
1172;"Active";"Libbee";"Alethea";"123-99-7479";"M";;"Y";"Y"
1173;"Closed";"Gwathney";"Jessenia";"123-99-7479";"M";1981-11-03;"Y";"Y"
1174;"Active";"Zilnicki";"Garth";"123-99-7479";"M";1997-10-21;"Y";"Y"
1175;"Active";"Edmond";"McCart";"123-99-7479";"M";2004-07-22;"Y";"Y"
1176;"Active";"Jacinto";"Wiesel";"123-99-7479";"M";1994-03-13;"Y";"Y"
1177;"Active";"Kekahuna";"Robert";"123-99-7479";"M";2006-06-17;"Y";"Y"
1178;"Closed";"Sideris";"Judy";"123-99-7479";"F";;"Y";"Y"
1179;"Active";"Colpitts";"Sheba";"123-99-7479";"M";1963-01-03;"Y";"Y"
1180;"Active";"Laveta";"Konderla";"123-99-7479";"M";1949-12-26;"Y";"Y"
1181;"Active";"Keri";"Gaarder";"123-99-7479";"M";1985-09-03;"Y";"Y"
1182;"Active";"Warren";"Warp";"123-99-7479";"M";1959-01-01;"Y";"Y"
1183;"Active";"Muenzenberger";"Emerald";"123-99-7479";"M";1990-03-13;"Y";"Y"
1184;"Prospect";"Eleanor";"Eis";"123-99-7479";"F";1934-10-28;"Y";"Y"
1185;"Prospect";"Khalifah";"Julieann";"123-99-7479";"M";;"Y";"Y"
1186;"Active";"Sherrie";"Parada";"123-99-7479";"M";1971-10-24;"Y";"Y"
1187;"Active";"Elly";"Letchworth";"123-99-7479";"M";1945-06-09;"Y";"Y"
1188;"Active";"Jefferson";"Vallance";"123-99-7479";"M";;"Y";"Y"
1189;"Active";"Lessie";"Herzfeld";"123-99-7479";"M";1953-01-04;"Y";"Y"
1190;"Active";"Stanko";"Candi";"123-99-7479";"M";1987-04-22;"Y";"Y"
1191;"Closed";"Celesta";"Belkowski";"123-99-7479";"M";2000-10-15;"Y";"Y"
1192;"Active";"Kristek";"Merri";"123-99-7479";"M";1971-01-23;"Y";"Y"
1193;"Active";"Shakira";"Senn";"123-99-7479";"M";2005-10-29;"Y";"Y"
1194;"Active";"Borst";"Keena";"123-99-7479";"M";1982-09-15;"Y";"Y"
1195;"Closed";"Waszkiewicz";"Charise";"123-99-7479";"M";1977-02-17;"Y";"Y"
1196;"Active";"Aymond";"Valda";"123-99-7479";"M";2004-07-24;"Y";"Y"
1197;"Active";"Martinon";"Randi";"123-99-7479";"M";1998-06-07;"Y";"Y"
1198;"Active";"Lowrie";"Ardith";"123-99-7479";"M";2006-11-10;"Y";"Y"
1199;"Closed";"Deandre";"Kientz";"123-99-7479";"M";;"Y";"Y"
1200;"Active";"Reinecke";"Wilda";"123-99-7479";"M";2005-03-14;"Y";"Y"
1201;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1971-02-17;"Y";"Y"
1202;"Prospect";"Karrie";"Krejci";"123-99-7479";"M";1942-01-31;"Y";"Y"
1203;"Active";"Max";"Walp";"123-99-7479";"M";1974-09-23;"Y";"Y"
1204;"Active";"Matlin";"Corene";"123-99-7479";"M";;"Y";"Y"
1205;"Prospect";"Alethia";"Tabuena";"123-99-7479";"M";;"Y";"Y"
1206;"Active";"Myriam";"Balcos";"123-99-7479";"M";1982-08-29;"Y";"Y"
1207;"Closed";"Bory";"Ethan";"123-99-7479";"M";1935-10-29;"Y";"Y"
1208;"Active";"Carli";"Rivara";"123-99-7479";"M";;"Y";"Y"
1209;"Active";"Bahlmann";"Sabra";"123-99-7479";"M";;"Y";"Y"
1210;"Active";"Laurence";"Inzunza";"123-99-7479";"M";;"Y";"Y"
1211;"Active";"Tingley";"Kayleigh";"123-99-7479";"M";;"Y";"Y"
1212;"Active";"Aeling";"Clyde";"123-99-7479";"M";1948-02-10;"Y";"Y"
1213;"Active";"Romp";"Kelli";"123-99-7479";"M";1962-11-25;"Y";"Y"
1214;"Active";"Huggins";"Dianne";"123-99-7479";"F";;"Y";"Y"
1215;"Active";"Eli";"Keef";"123-99-7479";"M";1950-10-24;"Y";"Y"
1216;"Active";"Bundschuh";"Johanna";"123-99-7479";"M";;"Y";"Y"
1217;"Active";"Sonya";"Roebke";"123-99-7479";"M";;"Y";"Y"
1218;"Active";"Ramona";"Ricardez";"123-99-7479";"F";1956-11-13;"Y";"Y"
1219;"Active";"Ogston";"Twanna";"123-99-7479";"M";1971-03-30;"Y";"Y"
1220;"Active";"Suvada";"Karey";"123-99-7479";"M";1999-12-31;"Y";"Y"
1221;"Active";"Herb";"Balestra";"123-99-7479";"M";;"Y";"Y"
1222;"Active";"Grubbs";"Otis";"123-99-7479";"M";1951-11-02;"Y";"Y"
1223;"Active";"Froese";"Moises";"123-99-7479";"M";1992-10-20;"Y";"Y"
1224;"Prospect";"Moses";"Fruusto";"123-99-7479";"M";1935-02-21;"Y";"Y"
1225;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1951-09-06;"Y";"Y"
1226;"Active";"Zibelli";"Korey";"123-99-7479";"M";1979-02-03;"Y";"Y"
1227;"Active";"Waldhoff";"Adelina";"123-99-7479";"M";1933-02-07;"Y";"Y"
1228;"Active";"Donmoyer";"Annemarie";"123-99-7479";"M";1969-09-06;"Y";"Y"
1229;"Active";"Deedee";"Tilgner";"123-99-7479";"M";1946-04-29;"Y";"Y"
1230;"Active";"Gale";"Painton";"123-99-7479";"M";1933-07-26;"Y";"Y"
1231;"Active";"Summerlin";"Gwendolyn";"123-99-7479";"F";1987-10-25;"Y";"Y"
1232;"Prospect";"Carlacci";"Lahoma";"123-99-7479";"M";;"Y";"Y"
1233;"Prospect";"Jacquelin";"Schield";"123-99-7479";"M";1938-10-04;"Y";"Y"
1234;"Active";"Noelle";"Wannlund";"123-99-7479";"M";1938-11-14;"Y";"Y"
1235;"Active";"Trena";"Wasp";"123-99-7479";"M";1977-09-19;"Y";"Y"
1236;"Active";"Welti";"Joslyn";"123-99-7479";"M";1947-02-09;"Y";"Y"
1237;"Active";"Delena";"Triano";"123-99-7479";"M";1952-08-23;"Y";"Y"
1238;"Closed";"Weedman";"Vonnie";"123-99-7479";"M";1992-01-22;"Y";"Y"
1239;"Closed";"Mayoras";"Holly";"123-99-7479";"F";1983-10-21;"Y";"Y"
1240;"Active";"Gerda";"Plohr";"123-99-7479";"M";;"Y";"Y"
1241;"Active";"Balter";"Chieko";"123-99-7479";"M";1992-08-27;"Y";"Y"
1242;"Active";"Toso";"Daryl";"123-99-7479";"M";;"Y";"Y"
1243;"Prospect";"Rolfson";"Magdalene";"123-99-7479";"M";1945-06-21;"Y";"Y"
1244;"Active";"Balick";"Marcelino";"123-99-7479";"M";1938-07-08;"Y";"Y"
1245;"Active";"Freddy";"Solan";"123-99-7479";"M";1949-01-08;"Y";"Y"
1246;"Active";"Reginald";"Hurrigan";"123-99-7479";"M";1983-01-19;"Y";"Y"
1247;"Active";"Huertes";"Marline";"123-99-7479";"M";1953-01-01;"Y";"Y"
1248;"Active";"Mao";"Moyes";"123-99-7479";"M";2000-12-01;"Y";"Y"
1249;"Active";"Sabino";"Darryl";"123-99-7479";"M";1967-04-04;"Y";"Y"
1250;"Active";"Jove";"Dirk";"123-99-7479";"M";1940-10-10;"Y";"Y"
1251;"Prospect";"Breanna";"Falco";"123-99-7479";"M";1941-10-25;"Y";"Y"
1252;"Active";"Kimberly";"Antman";"123-99-7479";"F";1966-10-03;"Y";"Y"
1253;"Active";"Robena";"Sunde";"123-99-7479";"M";1942-08-20;"Y";"Y"
1254;"Prospect";"Lesha";"Dezern";"123-99-7479";"M";1959-08-12;"Y";"Y"
1255;"Active";"Kellie";"Defiore";"123-99-7479";"M";1958-12-26;"Y";"Y"
1256;"Active";"Cozzy";"Marcelo";"123-99-7479";"M";;"Y";"Y"
1257;"Active";"Janczak";"Edris";"123-99-7479";"M";1971-07-23;"Y";"Y"
1258;"Closed";"Kassie";"Delosier";"123-99-7479";"M";1994-06-21;"Y";"Y"
1259;"Active";"Regensburg";"Elinore";"123-99-7479";"M";;"Y";"Y"
1260;"Active";"Manard";"Violette";"123-99-7479";"M";1960-09-15;"Y";"Y"
1261;"Active";"Nakken";"McKinley";"123-99-7479";"M";;"Y";"Y"
1262;"Active";"Olin";"Holshovser";"123-99-7479";"M";1972-07-09;"Y";"Y"
1263;"Active";"Labbie";"Detra";"123-99-7479";"M";1975-05-01;"Y";"Y"
1264;"Active";"Tawnya";"Menkin";"123-99-7479";"M";1975-08-21;"Y";"Y"
1265;"Active";"Bressler";"Ernest";"123-99-7479";"M";1995-05-08;"Y";"Y"
1266;"Active";"Fraher";"Kenia";"123-99-7479";"M";1946-04-20;"Y";"Y"
1267;"Active";"Gresko";"Viola";"123-99-7479";"F";1981-03-07;"Y";"Y"
1268;"Prospect";"Lookabaugh";"Ping";"123-99-7479";"M";1998-02-16;"Y";"Y"
1269;"Active";"Velda";"Kalinowski";"123-99-7479";"M";1941-06-03;"Y";"Y"
1270;"Active";"Wingate";"Arline";"123-99-7479";"M";1999-10-07;"Y";"Y"
1271;"Active";"Kyra";"Glanzer";"123-99-7479";"M";1982-04-24;"Y";"Y"
1272;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1963-06-08;"Y";"Y"
1273;"Active";"McCardell";"Clementine";"123-99-7479";"M";1934-06-23;"Y";"Y"
1274;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1959-05-29;"Y";"Y"
1275;"Active";"Azucena";"Fitzsimmons";"123-99-7479";"M";1949-11-07;"Y";"Y"
1276;"Active";"SYSTEM";"MIGRATION";"123-99-7479";"M";1992-12-18;"Y";"Y"
1277;"Active";"Rinaudo";"Allie";"123-99-7479";"M";1956-04-08;"Y";"Y"
1278;"Closed";"Renaldo";"Daros";"123-99-7479";"M";1982-12-26;"Y";"Y"
1279;"Active";"Kipp";"Patsy";"123-99-7479";"F";1968-09-24;"Y";"Y"
1280;"Closed";"Kasuboski";"Jaunita";"123-99-7479";"M";;"Y";"Y"
1281;"Active";"Simich";"Ute";"123-99-7479";"M";1953-10-09;"Y";"Y"
1282;"Prospect";"Aracely";"Coale";"123-99-7479";"M";1966-10-03;"Y";"Y"
1283;"Active";"Oshell";"Elayne";"123-99-7479";"M";;"Y";"Y"
1284;"Active";"Hatchette";"Eleanora";"123-99-7479";"M";1968-05-09;"Y";"Y"
1285;"Active";"Lansdowne";"Johnsie";"123-99-7479";"M";;"Y";"Y"
1286;"Active";"Patrica";"Noreiga";"123-99-7479";"M";;"Y";"Y"
1287;"Active";"Rubye";"Dehaney";"123-99-7479";"M";1963-01-04;"Y";"Y"
1288;"Active";"Elvsaas";"Damon";"123-99-7479";"M";;"Y";"Y"
1289;"Prospect";"Manalili";"Francisca";"123-99-7479";"M";1988-06-01;"Y";"Y"
1290;"Active";"Narcisa";"Goldkamp";"123-99-7479";"M";1941-10-08;"Y";"Y"
1291;"Active";"Janella";"Sader";"123-99-7479";"M";1981-07-16;"Y";"Y"
1292;"Active";"Howser";"Antwan";"123-99-7479";"M";1999-08-06;"Y";"Y"
1293;"Prospect";"Judie";"Hammer";"123-99-7479";"M";1936-06-03;"Y";"Y"
1294;"Active";"Mathies";"Cecelia";"123-99-7479";"M";;"Y";"Y"
1295;"Closed";"Roseline";"Blaich";"123-99-7479";"M";1996-09-16;"Y";"Y"
1296;"Active";"Bess";"Salizar";"123-99-7479";"M";1975-07-12;"Y";"Y"
1297;"Active";"Nida";"Pergerson";"123-99-7479";"M";1969-06-20;"Y";"Y"
1298;"Active";"Raheja";"Theron";"123-99-7479";"M";1952-08-17;"Y";"Y"
1299;"Active";"Puerta";"Miles";"123-99-7479";"M";1937-07-12;"Y";"Y"
1300;"Active";"Rosina";"Lundvall";"123-99-7479";"M";1966-01-01;"Y";"Y"
1301;"Active";"Cossey";"Alita";"123-99-7479";"M";;"Y";"Y"
1302;"Active";"Teisha";"Twitt";"123-99-7479";"M";;"Y";"Y"
1303;"Active";"Hofstra";"Emile";"123-99-7479";"M";1973-04-02;"Y";"Y"
1304;"Active";"Rinaudo";"Esperanza";"123-99-7479";"M";1989-02-06;"Y";"Y"
1305;"Active";"Larita";"Villata";"123-99-7479";"M";1968-05-17;"Y";"Y"
1306;"Active";"Scallorn";"Kent";"123-99-7479";"M";;"Y";"Y"
1307;"Active";"Maris";"Staback";"123-99-7479";"M";1963-04-11;"Y";"Y"
1308;"Prospect";"Erwin";"Bate";"123-99-7479";"M";1986-12-13;"Y";"Y"
1309;"Prospect";"Ranni";"Laurel";"123-99-7479";"M";;"Y";"Y"
1310;"Prospect";"Garett";"Ingeborg";"123-99-7479";"M";1999-06-24;"Y";"Y"
1311;"Active";"Caruth";"Zelda";"123-99-7479";"M";1955-04-11;"Y";"Y"
1312;"Prospect";"Kory";"Bertelsen";"123-99-7479";"M";1972-06-04;"Y";"Y"
1313;"Active";"Petra";"Swartout";"123-99-7479";"M";1965-11-09;"Y";"Y"
1314;"Active";"Tulino";"Collen";"123-99-7479";"M";1968-08-17;"Y";"Y"
1315;"Active";"Patrick";"Broderson";"123-99-7479";"M";;"Y";"Y"
1316;"Prospect";"Jena";"Deglow";"123-99-7479";"M";;"Y";"Y"
1317;"Active";"Leblane";"Phebe";"123-99-7479";"M";1935-11-26;"Y";"Y"
1318;"Closed";"Norem";"Ima";"123-99-7479";"M";2006-04-14;"Y";"Y"
1319;"Active";"Elwood";"Hurney";"123-99-7479";"M";;"Y";"Y"
1320;"Active";"Weiderhold";"Candelaria";"123-99-7479";"M";1971-09-20;"Y";"Y"
1321;"Active";"Hadlock";"Merlene";"123-99-7479";"M";;"Y";"Y"
1322;"Active";"Winterroth";"Bette";"123-99-7479";"M";;"Y";"Y"
1323;"Active";"Cawood";"Clint";"123-99-7479";"M";;"Y";"Y"
1324;"Active";"Porsha";"Aguinaldo";"123-99-7479";"M";;"Y";"Y"
1325;"Active";"Krzyzanowski";"Melba";"123-99-7479";"M";1937-11-24;"Y";"Y"
1326;"Active";"Markita";"Torrain";"123-99-7479";"M";;"Y";"Y"
1327;"Prospect";"Larita";"Ferr";"123-99-7479";"M";2001-09-15;"Y";"Y"
1328;"Active";"Ronald";"Hofer";"123-99-7479";"M";;"Y";"Y"
1329;"Active";"Karlene";"Prem";"123-99-7479";"M";1964-01-14;"Y";"Y"
1330;"Active";"Peaks";"Starla";"123-99-7479";"M";;"Y";"Y"
1331;"Prospect";"Sonza";"Alan";"123-99-7479";"M";1942-07-18;"Y";"Y"
1332;"Active";"Shanice";"Bearman";"123-99-7479";"M";1937-01-15;"Y";"Y"
1333;"Closed";"Bullert";"Alfredo";"123-99-7479";"M";1939-09-07;"Y";"Y"
1334;"Active";"Sacha";"Tarman";"123-99-7479";"M";1943-04-17;"Y";"Y"
1335;"Active";"Tonia";"Hirose";"123-99-7479";"M";;"Y";"Y"
1336;"Active";"Deprizio";"Senaida";"123-99-7479";"M";1957-04-26;"Y";"Y"
1337;"Active";"Locorriere";"Elane";"123-99-7479";"M";1947-11-26;"Y";"Y"
1338;"Active";"Sommer";"Hinderberger";"123-99-7479";"M";2005-04-06;"Y";"Y"
1339;"Active";"Denlinger";"Jeane";"123-99-7479";"M";;"Y";"Y"
1340;"Active";"Mari";"Bendis";"123-99-7479";"M";1944-05-22;"Y";"Y"
1341;"Active";"Marianne";"Jacobsma";"123-99-7479";"M";2004-11-17;"Y";"Y"
1342;"Active";"Disher";"Esperanza";"123-99-7479";"M";;"Y";"Y"
