"ID";"CSTMR_TYPE";"FULL_NM";"GNDR";"PHONE_AREA_CD";"PHONE_NMBR";"EMAIL";"exp_FULL_NM";"exp_GNDR";"exp_PHONE";"exp_EMAIL";"exp_CSTMR_TYPE";"tmp_full_phone"
4966;"Active";"Hassan Canizales";"1";"203";"5555555";"ashley.laycraft@hotmail.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 5555555"
4967;"Active";"Percy Rapko";"0";"203";"2611796";"ashley.laycraft@hotmail.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 2611796"
4976;"Active";"Sherryl Michels";"0";"203";"9181162";"kevin.laycraft@rogers.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
4977;"Active";"Caccamise Lien";"1";"203";"9181162";"j@bmo.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
4981;"Active";"Ellenberger Amado";"0";"203";"9181162";"ashley.laycraft@hotmail.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
4988;"Active";"Echard Celsa";"0";"203";"2207751";"pat.laycraft@hotmail.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 2207751"
4989;"Active";"Figart Erlinda";"1";"203";"9181162";"JORDAN.SINGER@YAHOO.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
4995;"Active";"Chillis Ernie";"0";"203";"9181162";"FRED.FLINSTONE@BEDROCK.PARK.ON.CA";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
4998;"Active";"Meta Kanagy";"0";"203";"9181162";"pat.laycraft@rogers.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
4999;"Active";"Busitzky Keila";"0";"203";"9181162";"NABI@NAVER.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5023;"Closed";"Towery Monika";"1";"203";"8394444";"PIRI58@HOTMAIL.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 8394444"
5026;"Active";"SYSTEM MIGRATION";"0";"203";"9181162";"PIRI9@HOTMAIL.COM";"NAME_UNKNOWN_WORD";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5029;"Active";"Debi Sakamaki";"0";"203";"9181162";"PIRI7@DAUM.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5030;"Active";"Mai Dishmon";"0";"203";"7494300";"PIRI9@HOTMAIL.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 7494300"
5034;"Active";"Russell Piggee";"0";"203";"9181162";"rlaycraft@bell.net";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5043;"Prospect";"Schabot Jose";"1";"203";"9181162";"ross.laycraft@bmo.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5046;"Closed";"Keneth Wiesen";"1";"203";"9181162";"ross.laycraft@bmo.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5060;"Active";"Temika Overland";"0";"203";"2431199";"st@bmo.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 2431199"
5069;"Active";"Chet Buerge";"1";"203";"9181162";"gt@bmo.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5070;"Active";"Lakisha Gey";"0";"203";"2695587";"gt@bmo.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 2695587"
5071;"Active";"Scrabeck Eliz";"1";"203";"9181162";"gt@bmo.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5104;"Active";"SYSTEM MIGRATION";"0";"203";"9181162";"PIRI3@YAHOO.COM";"NAME_UNKNOWN_WORD";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5113;"Active";"Volkers Demetrius";"1";"203";"2849119";"PIRI9@HOTMAIL.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 2849119"
5116;"Active";"Delveechio Sally";"0";"203";"9181162";"PU@DD.NET";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5125;"Active";"Kristyn Burghardt";"1";"203";"9181162";"ross.laycraft@sympatico.ca";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5136;"Prospect";"Kimberli Simino";"1";"203";"5497071";"ab@abc.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 5497071"
5137;"Active";"Branca Marylee";"0";"203";"6545854";"ab@abc.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 6545854"
5140;"Active";"SYSTEM MIGRATION";"1";"203";"2152892";"abc@efg.com";"NAME_UNKNOWN_WORD";"VALID";"VALID";"VALID";"VALID";"203 2152892"
5159;"Active";"Lauralee Lehto";"0";"203";"2554968";"GORDANSINGER@GMAIL.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 2554968"
5173;"Active";"Valcin Keenan";"1";"203";"9181162";"NABI@NAVER.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5177;"Active";"Particia Trost";"1";"203";"9181162";"pat.laycraft@rogers.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5192;"Active";"Owenby So";"0";"203";"9181162";"abc@efg.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5202;"Active";"Wollam Leanora";"1";"203";"9181162";"PIRI9@HOTMAIL.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5206;"Active";"Indira Dunson";"0";"203";"9181162";"PIRI9@HOTMAIL.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5214;"Active";"Vicini Sharan";"1";"203";"9999999";"eee@bmo.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9999999"
5220;"Active";"Janner Luanne";"1";"203";"6709538";"eee@bmo.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 6709538"
5230;"Active";"Pieffer Margene";"1";"203";"9181162";"rlaycraft@bell.net";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5244;"Active";"Randy Pipher";"0";"203";"7366416";"ab@abc.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 7366416"
5258;"Closed";"Linden Oleta";"1";"203";"6348870";"ashley.laycraft@hotmail.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 6348870"
5260;"Active";"Boland Gwyn";"0";"203";"6296134";"B.RUBBLE@TELUS.NET";"VALID";"VALID";"VALID";"VALID";"VALID";"203 6296134"
5276;"Active";"Rosanne Moravek";"0";"203";"9181162";"ashley.laycraft@hotmail.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5277;"Active";"Branstutter Rhoda";"1";"203";"4270550";"ashley.laycraft@hotmail.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 4270550"
5283;"Active";"Carlene Knoblock";"1";"203";"5952835";"B.RUBBLE@TELUS.NET";"VALID";"VALID";"VALID";"VALID";"VALID";"203 5952835"
5287;"Active";"Inell Maguet";"0";"203";"9181162";"eee@bmo.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5288;"Active";"Ria Zents";"0";"203";"9181162";"eee@bmo.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5293;"Closed";"Santo Kufeldt";"1";"203";"7366416";"abc@efg.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 7366416"
5294;"Active";"Shaina Casteel";"1";"203";"9181162";"ab@abc.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5298;"Active";"Schemm Raelene";"0";"203";"9237000";"abc@efg.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9237000"
5309;"Active";"Statz Kirk";"1";"203";"9181162";"B.RUBBLE@TELUS.NET";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5310;"Prospect";"Adelle McIndoe";"0";"203";"9181162";"B.RUBBLE@TELUS.NET";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5338;"Active";"Fought Drema";"0";"203";"9181162";"ab@abc.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5348;"Active";"Betty Etters";"0";"203";"9181162";"B.RUBBLE@TELUS.NET";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5359;"Active";"Lana Fryou";"0";"203";"9181162";"gt@bmo.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5360;"Active";"Cephas Byron";"1";"203";"5623220";"gt@bmo.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 5623220"
5372;"Prospect";"Corcuera Johnny";"0";"203";"9181162";"gt@bmo.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5381;"Active";"Dedra Orgill";"0";"203";"6940462";"G.SINGER@BMO.GC.ON.CA";"VALID";"VALID";"VALID";"VALID";"VALID";"203 6940462"
5391;"Active";"Kazuko Bohac";"1";"203";"8528560";"G.SINGER@BMO.GC.ON.CA";"VALID";"VALID";"VALID";"VALID";"VALID";"203 8528560"
5393;"Active";"Luarca Daina";"0";"203";"9181162";"G.SINGER@BMO.GC.ON.CA";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5400;"Active";"Cherelle Mulberry";"1";"203";"9181162";"gt@bmo.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5407;"Active";"Korwin Neda";"0";"203";"9181162";"gt@bmo.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5408;"Active";"Garstka Jacinta";"1";"203";"4823475";"GOODY@HANMAIL.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 4823475"
5411;"Active";"Dorthea Sanpedro";"1";"203";"2244430";"GOODY@HANMAIL.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 2244430"
5420;"Closed";"Chudzinski Mitsuko";"0";"203";"3280746";"G.SINGER@BMO.GC.ON.CA";"VALID";"VALID";"VALID";"VALID";"VALID";"203 3280746"
5426;"Active";"Malina Hettie";"1";"203";"3334448";"GOODY@HANMAIL.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 3334448"
5448;"Active";"Tennent Adaline";"0";"203";"9181162";"GORDANSINGER@HOTMAIL.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5453;"Active";"Garlovsky Von";"0";"203";"9181162";"GORDANSINGER@GMAIL.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5458;"Active";"Gallow Cecilia";"1";"203";"9181162";"GORDANSINGER@GMAIL.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5470;"Closed";"Pagdanganan Kristel";"0";"203";"9181162";"GORDANSINGER@GMAIL.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5476;"Active";"Delbert Munshi";"0";"203";"4899561";"G.SINGER@BMO.GC.ON.CA";"VALID";"VALID";"VALID";"VALID";"VALID";"203 4899561"
5487;"Active";"Arlean Ezer";"0";"203";"9181162";"HANBOK@HOTMAIL.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5490;"Prospect";"Steinmuller Belva";"0";"203";"9181162";"GORDANSINGER@GMAIL.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5492;"Active";"Gregston Corine";"1";"203";"9181162";"GORDANSINGER@HOTMAIL.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5494;"Prospect";"Koroma Renee";"0";"203";"8445000";"GORDANSINGER@HOTMAIL.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 8445000"
5499;"Closed";"SYSTEM MIGRATION";"1";"203";"9181162";"GORDANSINGER@HOTMAIL.COM";"NAME_UNKNOWN_WORD";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5503;"Active";"Richmon Gricelda";"0";"203";"9181162";"GORDANSINGER@HOTMAIL.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5506;"Active";"Reves Jennie";"1";"203";"6334459";"HANBOK@HOTMAIL.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 6334459"
5510;"Active";"Armocida Salvatore";"1";"203";"9181162";"j@bmo.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5514;"Closed";"Moriah Popik";"1";"203";"9181162";"GORDANSINGER@GMAIL.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5539;"Active";"Erich Messineo";"0";"203";"7277111";"j@bmo.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 7277111"
5546;"Active";"Wafer Jannet";"1";"203";"2531678";"JORDAN.SINGER@YAHOO.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 2531678"
5566;"Active";"Dues Kyong";"0";"203";"9181162";"kevin.laycraft@rogers.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5572;"Closed";"SYSTEM MIGRATION";"1";"203";"9181162";"j@bmo.com";"NAME_UNKNOWN_WORD";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5586;"Active";"Lazo Carol";"0";"203";"9181162";"JORDAN.SINGER@YAHOO.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5623;"Active";"Selsor Cynthia";"1";"203";"9181162";"NABI@NAVER.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5631;"Active";"Villalpando Julee";"0";"203";"3220415";"pat.laycraft@hotmail.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 3220415"
5633;"Active";"Tinin Louvenia";"0";"203";"8989898";"pat.laycraft@rogers.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 8989898"
5637;"Closed";"Emelina Hotalen";"1";"203";"9181162";"pat.laycraft@rogers.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5641;"Active";"Kinas Johnetta";"1";"203";"3818348";"NABI@NAVER.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 3818348"
5651;"Active";"Verissimo Eliana";"0";"203";"9181162";"NABI@NAVER.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5654;"Active";"Angelina Aguila";"0";"203";"2436393";"pat.laycraft@hotmail.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 2436393"
5680;"Active";"Michaela Somero";"1";"203";"5555555";"pat.laycraft@hotmail.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 5555555"
5684;"Active";"Felix Ravel";"0";"203";"9181162";"pat.laycraft@hotmail.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5687;"Prospect";"Boebinger Hollis";"1";"203";"9181162";"pat.laycraft@rogers.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5689;"Active";"Jerrold Kinkin";"0";"203";"4371800";"pat.laycraft@rogers.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 4371800"
5695;"Active";"Alethia Orahood";"1";"203";"9181162";"pat.laycraft@rogers.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5699;"Active";"Isenberg Fausto";"1";"203";"5952835";"pat.laycraft@rogers.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 5952835"
5721;"Closed";"Casaceli Seth";"1";"203";"9181162";"PIRI7@DAUM.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5729;"Prospect";"Ricardo Pulse";"1";"203";"6231901";"PIRI3@YAHOO.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 6231901"
5736;"Active";"Blackstock Ginny";"1";"203";"9181162";"PIRI58@HOTMAIL.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5746;"Closed";"Jona Alicandro";"0";"203";"7234671";"PIRI58@HOTMAIL.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 7234671"
5757;"Active";"Kilby Chana";"1";"203";"7654321";"PIRI9@HOTMAIL.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 7654321"
5761;"Active";"Beem Amina";"0";"203";"1111111";"PIRI7@DAUM.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 1111111"
5766;"Closed";"Smitreski Hulda";"0";"203";"9181162";"PIRI58@HOTMAIL.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5775;"Active";"Florance Weller";"0";"203";"9181162";"PIRI58@HOTMAIL.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5776;"Prospect";"Losada Loura";"1";"203";"3473473";"PIRI7@DAUM.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 3473473"
5784;"Active";"Meta Packer";"1";"203";"3744950";"PIRI3@YAHOO.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 3744950"
5788;"Active";"Florinda Kappes";"1";"203";"3826216";"PU@DD.NET";"VALID";"VALID";"VALID";"VALID";"VALID";"203 3826216"
5791;"Prospect";"Fairy Rolla";"1";"203";"9181162";"PU@DD.NET";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5792;"Active";"Lannie Hauer";"1";"203";"9181162";"rlaycraft@bell.net";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5794;"Active";"Flumerfelt Izola";"1";"203";"5496666";"PIRI9@HOTMAIL.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 5496666"
5799;"Active";"Chrystal Wiest";"1";"203";"2838264";"PU@DD.NET";"VALID";"VALID";"VALID";"VALID";"VALID";"203 2838264"
5809;"Active";"SYSTEM MIGRATION";"1";"203";"9181162";"PIRI9@HOTMAIL.COM";"NAME_UNKNOWN_WORD";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5817;"Active";"Loma Fyke";"1";"203";"9181162";"PU@DD.NET";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5821;"Active";"Johnathon Auckerman";"1";"203";"9341344";"PIRI7@DAUM.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9341344"
5824;"Prospect";"Verwers Elisa";"1";"203";"9181162";"PIRI9@HOTMAIL.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5835;"Active";"Carrol Vernola";"1";"203";"6348870";"rlaycraft@bell.net";"VALID";"VALID";"VALID";"VALID";"VALID";"203 6348870"
5848;"Active";"Domitila Bridgman";"1";"203";"4899767";"rlaycraft@bell.net";"VALID";"VALID";"VALID";"VALID";"VALID";"203 4899767"
5850;"Active";"Arnell Margy";"1";"203";"8988989";"PU@DD.NET";"VALID";"VALID";"VALID";"VALID";"VALID";"203 8988989"
5853;"Active";"Esteb Ricarda";"0";"203";"9865255";"ross.laycraft@bmo.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9865255"
5873;"Active";"Krystina Steigerwald";"1";"203";"9181162";"ross.laycraft@sympatico.ca";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5878;"Active";"Ileen Levangie";"1";"203";"9181162";"rlaycraft@bell.net";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5879;"Closed";"Darnell Wehking";"0";"203";"9181162";"rlaycraft@bell.net";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5914;"Active";"Evie Aguilar";"1";"203";"9181162";"SIMON.AZAR@BMO.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5918;"Active";"Rons Emeline";"0";"203";"9181162";"ross.laycraft@bmo.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5952;"Active";"Tocco Dwight";"1";"203";"4170422";"SIMON.AZAR@BMO.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 4170422"
5954;"Active";"Lindsay Garden";"1";"203";"6473926";"ross.laycraft@sympatico.ca";"VALID";"VALID";"VALID";"VALID";"VALID";"203 6473926"
5955;"Active";"Meta Keitt";"1";"203";"9181162";"ross.laycraft@sympatico.ca";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5963;"Closed";"Carlston Bettye";"0";"203";"8322754";"ab@abc.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 8322754"
5964;"Active";"Kyhn Moshe";"1";"203";"9181162";"ab@abc.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5973;"Active";"Karisa Gadson";"0";"203";"9181162";"FRED.FLINSTONE@BEDROCK.PARK.ON.CA";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5980;"Active";"Bruzek Dillon";"0";"203";"9239337";"ashley.laycraft@hotmail.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9239337"
5981;"Active";"Holly Washing";"1";"203";"9181162";"B.RUBBLE@TELUS.NET";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
5991;"Prospect";"Elvia Kwok";"1";"203";"9181162";"eee@bmo.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
6005;"Active";"Dipilato Joye";"1";"203";"7480123";"ashley.laycraft@hotmail.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 7480123"
6013;"Active";"Jennine Zoll";"0";"203";"9999999";"gt@bmo.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9999999"
6018;"Active";"Sharen Reppond";"0";"203";"9181162";"gt@bmo.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
6021;"Active";"SYSTEM MIGRATION";"0";"203";"9181162";"GOODY@HANMAIL.COM";"NAME_UNKNOWN_WORD";"VALID";"VALID";"VALID";"VALID";"203 9181162"
6031;"Active";"Jane Shelstad";"0";"203";"9181162";"GORDANSINGER@GMAIL.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
6034;"Active";"Goldstein Madelaine";"1";"203";"9181162";"GORDANSINGER@GMAIL.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
6050;"Active";"Economos Erlinda";"1";"203";"4170420";"GORDANSINGER@GMAIL.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 4170420"
6054;"Active";"Moun Hyun";"1";"203";"8300058";"j@bmo.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 8300058"
6055;"Active";"Dimarco Roxann";"0";"203";"9181162";"j@bmo.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
6060;"Active";"Theda Baul";"0";"203";"2255470";"ashley.laycraft@hotmail.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 2255470"
6067;"Active";"McElveen Georgiana";"1";"203";"9181162";"j@bmo.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
6076;"Active";"Rylowicz Pamila";"0";"203";"9439600";"kevin.laycraft@rogers.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9439600"
6079;"Active";"Antee Mallory";"1";"203";"9181162";"eee@bmo.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
6097;"Closed";"Gil Michard";"1";"203";"9181162";"pat.laycraft@hotmail.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
6104;"Closed";"Alldredge Mikel";"1";"203";"5035328";"PIRI3@YAHOO.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 5035328"
6130;"Active";"Fawn Capracotta";"0";"203";"9181162";"PIRI9@HOTMAIL.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
6142;"Closed";"Jaye Tasson";"1";"203";"2607047";"rlaycraft@bell.net";"VALID";"VALID";"VALID";"VALID";"VALID";"203 2607047"
6164;"Active";"Ackison Clarinda";"0";"203";"9181162";"rlaycraft@bell.net";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
6183;"Prospect";"Merrill Cabrero";"1";"203";"9181162";"SIMON.AZAR@BMO.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
6184;"Prospect";"Candelaria Fusha";"1";"203";"4544545";"ab@abc.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 4544545"
6187;"Active";"Fyksen Rudolf";"0";"203";"2374506";"ab@abc.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 2374506"
6188;"Active";"Spiess Kerstin";"0";"203";"9181162";"ab@abc.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
6189;"Active";"Eileen Calame";"0";"203";"9181162";"st@bmo.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
6194;"Active";"Birdie Bachman";"1";"203";"9181162";"ashley.laycraft@hotmail.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
6198;"Active";"McMikle Tawanda";"0";"203";"9181162";"SIMON.AZAR@BMO.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
6199;"Active";"Elli Cinkan";"0";"203";"3266540";"B.RUBBLE@TELUS.NET";"VALID";"VALID";"VALID";"VALID";"VALID";"203 3266540"
6225;"Active";"Tad Stillie";"1";"203";"9181162";"GORDANSINGER@GMAIL.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
6234;"Active";"Hannah Chernich";"0";"203";"2536987";"ab@abc.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 2536987"
6238;"Active";"Lavone Kletschka";"0";"203";"3458889";"j@bmo.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 3458889"
6241;"Active";"Antonetta Campolo";"0";"203";"9181162";"JORDAN.SINGER@YAHOO.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
6242;"Closed";"Brueck Tera";"0";"203";"3826030";"JORDAN.SINGER@YAHOO.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 3826030"
6245;"Active";"Pyros Alena";"0";"203";"9181162";"j@bmo.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
6250;"Active";"Mokry Maryalice";"1";"203";"9181162";"JORDAN.SINGER@YAHOO.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
6255;"Active";"Bernadine Bierley";"1";"203";"9181162";"JORDAN.SINGER@YAHOO.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
6256;"Prospect";"SYSTEM MIGRATION";"0";"203";"2812424";"JORDAN.SINGER@YAHOO.COM";"NAME_UNKNOWN_WORD";"VALID";"VALID";"VALID";"VALID";"203 2812424"
6264;"Prospect";"SYSTEM MIGRATION";"1";"203";"9181162";"pat.laycraft@hotmail.com";"NAME_UNKNOWN_WORD";"VALID";"VALID";"VALID";"VALID";"203 9181162"
6265;"Active";"Brigette McClurkan";"1";"203";"2692353";"JORDAN.SINGER@YAHOO.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 2692353"
6291;"Active";"Cori Guye";"1";"203";"5499999";"PIRI3@YAHOO.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 5499999"
6319;"Active";"Mogollon Raquel";"1";"203";"9181162";"ross.laycraft@bmo.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
6323;"Active";"Jacqui Kolupke";"0";"203";"2244721";"ross.laycraft@bmo.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 2244721"
6335;"Active";"SYSTEM MIGRATION";"1";"203";"4358999";"SIMON.AZAR@BMO.COM";"NAME_UNKNOWN_WORD";"VALID";"VALID";"VALID";"VALID";"203 4358999"
6375;"Active";"Freeze Theodore";"0";"203";"9181162";"pat.laycraft@rogers.com";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
6379;"Prospect";"Darwin Dufrain";"1";"203";"2869558";"PIRI3@YAHOO.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 2869558"
6384;"Active";"Latsko Barbara";"0";"203";"4172827";"PIRI58@HOTMAIL.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 4172827"
6385;"Prospect";"Samantha Roupe";"0";"203";"9181162";"PIRI58@HOTMAIL.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
6392;"Active";"Sheltra Jessica";"0";"203";"9181162";"PIRI9@HOTMAIL.COM";"VALID";"VALID";"VALID";"VALID";"VALID";"203 9181162"
